week_start,net_flow,week_end,industry,year,week,rolling_percentile
2018-12-31,-400905.2193619822,2019-01-04,煤炭,2018,1,0.5384615384615384
2019-01-07,-2290899.688827673,2019-01-11,煤炭,2019,2,0.24528301886792453
2019-01-14,-832026.4078654977,2019-01-18,煤炭,2019,3,0.5185185185185185
2019-01-21,317162.5662142828,2019-01-25,煤炭,2019,4,0.6909090909090909
2019-01-28,304949.82086647867,2019-02-01,煤炭,2019,5,0.6785714285714286
2019-02-04,424013.7372655292,2019-02-08,煤炭,2019,6,0.7368421052631579
2019-02-11,1203645.099443369,2019-02-15,煤炭,2019,7,0.8103448275862069
2019-02-18,-532853.2912398365,2019-02-22,煤炭,2019,8,0.5084745762711864
2019-02-25,-729963.7545702996,2019-03-01,煤炭,2019,9,0.5
2019-03-04,5434864.177778036,2019-03-08,煤炭,2019,10,0.9836065573770492
2019-03-11,-4911330.248673811,2019-03-15,煤炭,2019,11,0.016129032258064516
2019-03-18,1638705.0702908253,2019-03-22,煤炭,2019,12,0.8571428571428571
2019-03-25,4114509.5809395732,2019-03-29,煤炭,2019,13,0.953125
2019-04-01,-2997569.8449366214,2019-04-05,煤炭,2019,14,0.09230769230769231
2019-04-08,1719944.2944967533,2019-04-12,煤炭,2019,15,0.8484848484848485
2019-04-15,-1035834.7776920273,2019-04-19,煤炭,2019,16,0.43283582089552236
2019-04-22,-3852021.024741797,2019-04-26,煤炭,2019,17,0.058823529411764705
2019-04-29,-356095.7676043677,2019-05-03,煤炭,2019,18,0.5507246376811594
2019-05-06,2059711.9015904362,2019-05-10,煤炭,2019,19,0.8714285714285714
2019-05-13,2864624.1022176943,2019-05-17,煤炭,2019,20,0.9295774647887324
2019-05-20,178200.63086308294,2019-05-24,煤炭,2019,21,0.6111111111111112
2019-05-27,-2154593.1258931467,2019-05-31,煤炭,2019,22,0.2465753424657534
2019-06-03,-947588.9675305064,2019-06-07,煤炭,2019,23,0.43243243243243246
2019-06-10,956781.9036617365,2019-06-14,煤炭,2019,24,0.7466666666666667
2019-06-17,-1533690.5664480156,2019-06-21,煤炭,2019,25,0.34210526315789475
2019-06-24,1600840.9493586924,2019-06-28,煤炭,2019,26,0.8051948051948052
2019-07-01,3876173.8538662866,2019-07-05,煤炭,2019,27,0.9487179487179487
2019-07-08,5115132.643687911,2019-07-12,煤炭,2019,28,0.9746835443037974
2019-07-15,2787046.8282840047,2019-07-19,煤炭,2019,29,0.9
2019-07-22,-671291.395225116,2019-07-26,煤炭,2019,30,0.4691358024691358
2019-07-29,2919872.3711724016,2019-08-02,煤炭,2019,31,0.9146341463414634
2019-08-05,7384761.092541191,2019-08-09,煤炭,2019,32,0.9879518072289156
2019-08-12,2914975.415040996,2019-08-16,煤炭,2019,33,0.8928571428571429
2019-08-19,1472435.3027157213,2019-08-23,煤炭,2019,34,0.7411764705882353
2019-08-26,-4695508.077748085,2019-08-30,煤炭,2019,35,0.03488372093023256
2019-09-02,-309337.9376662434,2019-09-06,煤炭,2019,36,0.5057471264367817
2019-09-09,2183825.703771337,2019-09-13,煤炭,2019,37,0.8409090909090909
2019-09-16,328517.3665761737,2019-09-20,煤炭,2019,38,0.6067415730337079
2019-09-23,-1882152.0379404004,2019-09-27,煤炭,2019,39,0.23333333333333334
2019-09-30,-433993.6115555811,2019-10-04,煤炭,2019,40,0.46153846153846156
2019-10-07,-1485742.390646977,2019-10-11,煤炭,2019,41,0.32608695652173914
2019-10-14,399588.8362025501,2019-10-18,煤炭,2019,42,0.6451612903225806
2019-10-21,2261469.1044172384,2019-10-25,煤炭,2019,43,0.851063829787234
2019-10-28,2688364.2358030425,2019-11-01,煤炭,2019,44,0.8631578947368421
2019-11-04,1699677.8043589958,2019-11-08,煤炭,2019,45,0.7708333333333334
2019-11-11,182712.73313641347,2019-11-15,煤炭,2019,46,0.5567010309278351
2019-11-18,-18767.15419072134,2019-11-22,煤炭,2019,47,0.5306122448979592
2019-11-25,607793.1710603437,2019-11-29,煤炭,2019,48,0.6565656565656566
2019-12-02,3602661.4078934398,2019-12-06,煤炭,2019,49,0.93
2019-12-09,1739652.8530484103,2019-12-13,煤炭,2019,50,0.7821782178217822
2019-12-16,569508.1134420703,2019-12-20,煤炭,2019,51,0.6372549019607843
2019-12-23,177443.8189136762,2019-12-27,煤炭,2019,52,0.5242718446601942
2019-12-30,-2813980.8480815743,2020-01-03,煤炭,2019,1,0.09615384615384616
2020-01-06,2194613.6419534893,2020-01-10,煤炭,2020,2,0.8365384615384616
2020-01-13,-300321.3686978216,2020-01-17,煤炭,2020,3,0.4519230769230769
2020-01-20,-1133591.6425374048,2020-01-24,煤炭,2020,4,0.2980769230769231
2020-01-27,2594461.4318955736,2020-01-31,煤炭,2020,5,0.8557692307692307
2020-02-03,-2161599.1098873615,2020-02-07,煤炭,2020,6,0.16346153846153846
2020-02-10,213080.99307053338,2020-02-14,煤炭,2020,7,0.5384615384615384
2020-02-17,3713469.0585185117,2020-02-21,煤炭,2020,8,0.9326923076923077
2020-02-24,118978.29175389092,2020-02-28,煤炭,2020,9,0.4807692307692308
2020-03-02,693802.281832967,2020-03-06,煤炭,2020,10,0.6346153846153846
2020-03-09,-4590636.255618539,2020-03-13,煤炭,2020,11,0.019230769230769232
2020-03-16,17630.08299315325,2020-03-20,煤炭,2020,12,0.46153846153846156
2020-03-23,2318527.2879300257,2020-03-27,煤炭,2020,13,0.8269230769230769
2020-03-30,2881234.5358511517,2020-04-03,煤炭,2020,14,0.8846153846153846
2020-04-06,3342773.1485265857,2020-04-10,煤炭,2020,15,0.9134615384615384
2020-04-13,1368527.076078556,2020-04-17,煤炭,2020,16,0.6442307692307693
2020-04-20,-467464.68877047324,2020-04-24,煤炭,2020,17,0.33653846153846156
2020-04-27,-838889.8128461773,2020-05-01,煤炭,2020,18,0.2692307692307692
2020-05-04,-1555761.8018089233,2020-05-08,煤炭,2020,19,0.19230769230769232
2020-05-11,1208969.8532203687,2020-05-15,煤炭,2020,20,0.6442307692307693
2020-05-18,536428.7259097749,2020-05-22,煤炭,2020,21,0.5673076923076923
2020-05-25,-1582827.0633065915,2020-05-29,煤炭,2020,22,0.17307692307692307
2020-06-01,5774170.045267495,2020-06-05,煤炭,2020,23,0.9807692307692307
2020-06-08,-54318.14888708154,2020-06-12,煤炭,2020,24,0.41346153846153844
2020-06-15,-575596.9263219851,2020-06-19,煤炭,2020,25,0.3173076923076923
2020-06-22,-969374.4623025979,2020-06-26,煤炭,2020,26,0.25
2020-06-29,-2419769.939676362,2020-07-03,煤炭,2020,27,0.10576923076923077
2020-07-06,610267.3023334469,2020-07-10,煤炭,2020,28,0.5961538461538461
2020-07-13,-1488835.3264536152,2020-07-17,煤炭,2020,29,0.21153846153846154
2020-07-20,96804.50843033066,2020-07-24,煤炭,2020,30,0.4423076923076923
2020-07-27,-2267239.8530109543,2020-07-31,煤炭,2020,31,0.10576923076923077
2020-08-03,-938969.645061498,2020-08-07,煤炭,2020,32,0.2692307692307692
2020-08-10,-1201299.6764932848,2020-08-14,煤炭,2020,33,0.23076923076923078
2020-08-17,1927353.0628855107,2020-08-21,煤炭,2020,34,0.7596153846153846
2020-08-24,-1397436.683759738,2020-08-28,煤炭,2020,35,0.21153846153846154
2020-08-31,1522011.754974843,2020-09-04,煤炭,2020,36,0.7115384615384616
2020-09-07,-1878818.8398792911,2020-09-11,煤炭,2020,37,0.14423076923076922
2020-09-14,-2133885.2645197674,2020-09-18,煤炭,2020,38,0.1346153846153846
2020-09-21,-2073485.3953435204,2020-09-25,煤炭,2020,39,0.14423076923076922
2020-09-28,1879243.4285650959,2020-10-02,煤炭,2020,40,0.7596153846153846
2020-10-05,-4608730.970681233,2020-10-09,煤炭,2020,41,0.019230769230769232
2020-10-12,-1493179.5720663455,2020-10-16,煤炭,2020,42,0.20192307692307693
2020-10-19,-708650.5651991246,2020-10-23,煤炭,2020,43,0.33653846153846156
2020-10-26,1820411.8541815137,2020-10-30,煤炭,2020,44,0.75
2020-11-02,-1001800.3648450284,2020-11-06,煤炭,2020,45,0.27884615384615385
2020-11-09,278620.86464021006,2020-11-13,煤炭,2020,46,0.5384615384615384
2020-11-16,2053202.0284152373,2020-11-20,煤炭,2020,47,0.7884615384615384
2020-11-23,1070272.4078754634,2020-11-27,煤炭,2020,48,0.6538461538461539
2020-11-30,-3603875.9156987937,2020-12-04,煤炭,2020,49,0.04807692307692308
2020-12-07,708644.881397077,2020-12-11,煤炭,2020,50,0.6346153846153846
2020-12-14,-1059210.5860921948,2020-12-18,煤炭,2020,51,0.25
2020-12-21,2880002.3676267355,2020-12-25,煤炭,2020,52,0.8846153846153846
2020-12-28,-3747397.9748844462,2021-01-01,煤炭,2020,53,0.04807692307692308
2021-01-04,901010.8091737663,2021-01-08,煤炭,2021,1,0.6346153846153846
2021-01-11,-1732045.8551450754,2021-01-15,煤炭,2021,2,0.16346153846153846
2021-01-18,-3312727.7337732897,2021-01-22,煤炭,2021,3,0.0673076923076923
2021-01-25,2620113.230233256,2021-01-29,煤炭,2021,4,0.8461538461538461
2021-02-01,-280289.5143103674,2021-02-05,煤炭,2021,5,0.4326923076923077
2021-02-08,217048.96915548155,2021-02-12,煤炭,2021,6,0.5288461538461539
2021-02-15,-1128660.1412338964,2021-02-19,煤炭,2021,7,0.2692307692307692
2021-02-22,1922407.0045253513,2021-02-26,煤炭,2021,8,0.7596153846153846
2021-03-01,-2095145.7081758443,2021-03-05,煤炭,2021,9,0.14423076923076922
2021-03-08,-98218.56694336236,2021-03-12,煤炭,2021,10,0.4423076923076923
2021-03-15,-963764.9814604573,2021-03-19,煤炭,2021,11,0.3173076923076923
2021-03-22,-3161151.489819805,2021-03-26,煤炭,2021,12,0.0673076923076923
2021-03-29,2297737.8329762965,2021-04-02,煤炭,2021,13,0.8365384615384616
2021-04-05,-656949.0641691291,2021-04-09,煤炭,2021,14,0.375
2021-04-12,-172985.28751753457,2021-04-16,煤炭,2021,15,0.4519230769230769
2021-04-19,-713494.1886234374,2021-04-23,煤炭,2021,16,0.34615384615384615
2021-04-26,-341247.1956884528,2021-04-30,煤炭,2021,17,0.41346153846153844
2021-05-03,-4105379.4779638387,2021-05-07,煤炭,2021,18,0.028846153846153848
2021-05-10,428428.20272183756,2021-05-14,煤炭,2021,19,0.5961538461538461
2021-05-17,-1758031.1414886322,2021-05-21,煤炭,2021,20,0.17307692307692307
2021-05-24,2853954.353997983,2021-05-28,煤炭,2021,21,0.8942307692307693
2021-05-31,-256641.57154957575,2021-06-04,煤炭,2021,22,0.4519230769230769
2021-06-07,-535985.308170455,2021-06-11,煤炭,2021,23,0.38461538461538464
2021-06-14,-1928597.2155781153,2021-06-18,煤炭,2021,24,0.14423076923076922
2021-06-21,-5118836.530930763,2021-06-25,煤炭,2021,25,0.0
2021-06-28,1489931.6321975035,2021-07-02,煤炭,2021,26,0.7211538461538461
2021-07-05,-296498.5615931371,2021-07-09,煤炭,2021,27,0.4519230769230769
2021-07-12,4153126.668640993,2021-07-16,煤炭,2021,28,0.9807692307692307
2021-07-19,-255267.32516612345,2021-07-23,煤炭,2021,29,0.4807692307692308
2021-07-26,4073099.8825191148,2021-07-30,煤炭,2021,30,0.9711538461538461
2021-08-02,1606443.3404106607,2021-08-06,煤炭,2021,31,0.75
2021-08-09,440519.6971787965,2021-08-13,煤炭,2021,32,0.625
2021-08-16,565669.8998426873,2021-08-20,煤炭,2021,33,0.6442307692307693
2021-08-23,-3643874.8836266547,2021-08-27,煤炭,2021,34,0.057692307692307696
2021-08-30,-423305.9006768721,2021-09-03,煤炭,2021,35,0.41346153846153844
2021-09-06,-998898.1835000146,2021-09-10,煤炭,2021,36,0.3076923076923077
2021-09-13,3068140.7531292,2021-09-17,煤炭,2021,37,0.9423076923076923
2021-09-20,6050073.9425764065,2021-09-24,煤炭,2021,38,1.0
2021-09-27,1841837.8115763243,2021-10-01,煤炭,2021,39,0.7884615384615384
2021-10-04,7605924.207562437,2021-10-08,煤炭,2021,40,1.0
2021-10-11,-3076848.9184839604,2021-10-15,煤炭,2021,41,0.08653846153846154
2021-10-18,2153190.245057886,2021-10-22,煤炭,2021,42,0.8173076923076923
2021-10-25,1417298.900560777,2021-10-29,煤炭,2021,43,0.7115384615384616
2021-11-01,3663538.3511376046,2021-11-05,煤炭,2021,44,0.9423076923076923
2021-11-08,-2284579.4078874914,2021-11-12,煤炭,2021,45,0.11538461538461539
2021-11-15,-4378366.015353004,2021-11-19,煤炭,2021,46,0.028846153846153848
2021-11-22,-874579.0649165628,2021-11-26,煤炭,2021,47,0.3557692307692308
2021-11-29,-1822918.5691794232,2021-12-03,煤炭,2021,48,0.20192307692307693
2021-12-06,851300.1438135984,2021-12-10,煤炭,2021,49,0.6826923076923077
2021-12-13,2222828.449093207,2021-12-17,煤炭,2021,50,0.8461538461538461
2021-12-20,-1120499.1606360963,2021-12-24,煤炭,2021,51,0.3076923076923077
2021-12-27,-997011.8871155318,2021-12-31,煤炭,2021,52,0.34615384615384615
2022-01-03,-608889.0036740492,2022-01-07,煤炭,2022,1,0.4230769230769231
2022-01-10,-1685665.8043158117,2022-01-14,煤炭,2022,2,0.22115384615384615
2022-01-17,-5309648.394912328,2022-01-21,煤炭,2022,3,0.0
2022-01-24,95758.93160293833,2022-01-28,煤炭,2022,4,0.5673076923076923
2022-01-31,-3517578.6353767086,2022-02-04,煤炭,2022,5,0.08653846153846154
2022-02-07,602112.4135925745,2022-02-11,煤炭,2022,6,0.6634615384615384
2022-02-14,2313761.2253451818,2022-02-18,煤炭,2022,7,0.8653846153846154
2022-02-21,-1216140.4987103934,2022-02-25,煤炭,2022,8,0.28846153846153844
2022-02-28,-608255.5430889665,2022-03-04,煤炭,2022,9,0.4519230769230769
2022-03-07,-2907860.2150707836,2022-03-11,煤炭,2022,10,0.125
2022-03-14,594012.2479610306,2022-03-18,煤炭,2022,11,0.6634615384615384
2022-03-21,-566682.5634685956,2022-03-25,煤炭,2022,12,0.47115384615384615
2022-03-28,-1395067.9041532138,2022-04-01,煤炭,2022,13,0.28846153846153844
2022-04-04,699939.8257962465,2022-04-08,煤炭,2022,14,0.7019230769230769
2022-04-11,-2168127.2952508414,2022-04-15,煤炭,2022,15,0.15384615384615385
2022-04-18,805388.2348085225,2022-04-22,煤炭,2022,16,0.7307692307692307
2022-04-25,-5082308.917952774,2022-04-29,煤炭,2022,17,0.019230769230769232
2022-05-02,581646.4237871785,2022-05-06,煤炭,2022,18,0.6730769230769231
2022-05-09,-1690118.3570629656,2022-05-13,煤炭,2022,19,0.25
2022-05-16,-3240383.9713322874,2022-05-20,煤炭,2022,20,0.10576923076923077
2022-05-23,1658208.6206041856,2022-05-27,煤炭,2022,21,0.8076923076923077
2022-05-30,871312.9782319947,2022-06-03,煤炭,2022,22,0.7403846153846154
2022-06-06,3704197.0622916743,2022-06-10,煤炭,2022,23,0.9615384615384616
2022-06-13,-47849.36668926047,2022-06-17,煤炭,2022,24,0.5865384615384616
2022-06-20,-542284.2331972793,2022-06-24,煤炭,2022,25,0.49038461538461536
2022-06-27,1844631.1254733303,2022-07-01,煤炭,2022,26,0.8269230769230769
2022-07-04,-2475695.7731387466,2022-07-08,煤炭,2022,27,0.14423076923076922
2022-07-11,467835.5451647197,2022-07-15,煤炭,2022,28,0.6442307692307693
2022-07-18,706814.4854634732,2022-07-22,煤炭,2022,29,0.6923076923076923
2022-07-25,241444.3231790727,2022-07-29,煤炭,2022,30,0.5961538461538461
2022-08-01,2930801.159201246,2022-08-05,煤炭,2022,31,0.9326923076923077
2022-08-08,701925.1461259263,2022-08-12,煤炭,2022,32,0.6730769230769231
2022-08-15,-3133653.920071205,2022-08-19,煤炭,2022,33,0.125
2022-08-22,-4752735.429376294,2022-08-26,煤炭,2022,34,0.028846153846153848
2022-08-29,3148445.1941992976,2022-09-02,煤炭,2022,35,0.9423076923076923
2022-09-05,797769.8360821478,2022-09-09,煤炭,2022,36,0.7019230769230769
2022-09-12,-4481656.295752779,2022-09-16,煤炭,2022,37,0.04807692307692308
2022-09-19,3687311.292343844,2022-09-23,煤炭,2022,38,0.9519230769230769
2022-09-26,-2143585.4382635322,2022-09-30,煤炭,2022,39,0.20192307692307693
2022-10-03,-406621.37269022554,2022-10-07,煤炭,2022,40,0.47115384615384615
2022-10-10,-875547.7498745123,2022-10-14,煤炭,2022,41,0.36538461538461536
2022-10-17,-552408.7508936117,2022-10-21,煤炭,2022,42,0.4326923076923077
2022-10-24,3980597.999745534,2022-10-28,煤炭,2022,43,0.9615384615384616
2022-10-31,-2608514.928481329,2022-11-04,煤炭,2022,44,0.16346153846153846
2022-11-07,433094.39687494497,2022-11-11,煤炭,2022,45,0.5961538461538461
2022-11-14,1092113.5776182842,2022-11-18,煤炭,2022,46,0.75
2022-11-21,4408851.787827301,2022-11-25,煤炭,2022,47,0.9807692307692307
2022-11-28,-3958273.016448193,2022-12-02,煤炭,2022,48,0.0673076923076923
2022-12-05,2402895.3990777573,2022-12-09,煤炭,2022,49,0.8557692307692307
2022-12-12,-1601416.5095788743,2022-12-16,煤炭,2022,50,0.27884615384615385
2022-12-19,-606511.0810847292,2022-12-23,煤炭,2022,51,0.41346153846153844
2022-12-26,2038759.8281448106,2022-12-30,煤炭,2022,52,0.8173076923076923
2023-01-02,734477.774924448,2023-01-06,煤炭,2023,1,0.6826923076923077
2023-01-09,-1007051.3613210141,2023-01-13,煤炭,2023,2,0.3173076923076923
2023-01-16,-3378849.6401663264,2023-01-20,煤炭,2023,3,0.09615384615384616
2023-01-23,286951.9931049985,2023-01-27,煤炭,2023,4,0.5769230769230769
2023-01-30,-2214804.4040795406,2023-02-03,煤炭,2023,5,0.18269230769230768
2023-02-06,-2026370.8994204858,2023-02-10,煤炭,2023,6,0.22115384615384615
2023-02-13,-461573.0965926256,2023-02-17,煤炭,2023,7,0.47115384615384615
2023-02-20,-1124036.0189187268,2023-02-24,煤炭,2023,8,0.3076923076923077
2023-02-27,-856005.5884451035,2023-03-03,煤炭,2023,9,0.38461538461538464
2023-03-06,2060300.4953658062,2023-03-10,煤炭,2023,10,0.8269230769230769
2023-03-13,1065860.1146288456,2023-03-17,煤炭,2023,11,0.7403846153846154
2023-03-20,-1035934.8713393051,2023-03-24,煤炭,2023,12,0.3173076923076923
2023-03-27,2864031.089587628,2023-03-31,煤炭,2023,13,0.8846153846153846
2023-04-03,-2984102.107355454,2023-04-07,煤炭,2023,14,0.1346153846153846
2023-04-10,1952666.3507762775,2023-04-14,煤炭,2023,15,0.8076923076923077
2023-04-17,-3443296.4342446863,2023-04-21,煤炭,2023,16,0.09615384615384616
2023-04-24,-1435421.306252849,2023-04-28,煤炭,2023,17,0.28846153846153844
2023-05-01,-817715.5711788002,2023-05-05,煤炭,2023,18,0.40384615384615385
2023-05-08,896282.6774638767,2023-05-12,煤炭,2023,19,0.7211538461538461
2023-05-15,1309903.5906288964,2023-05-19,煤炭,2023,20,0.7403846153846154
2023-05-22,629122.1328102383,2023-05-26,煤炭,2023,21,0.625
2023-05-29,-946419.403964229,2023-06-02,煤炭,2023,22,0.3557692307692308
2023-06-05,-78779.5307403364,2023-06-09,煤炭,2023,23,0.5192307692307693
2023-06-12,-1243732.526681282,2023-06-16,煤炭,2023,24,0.28846153846153844
2023-06-19,169632.1501174128,2023-06-23,煤炭,2023,25,0.5384615384615384
2023-06-26,613416.8796538734,2023-06-30,煤炭,2023,26,0.625
2023-07-03,-529653.656608046,2023-07-07,煤炭,2023,27,0.4519230769230769
2023-07-10,-737544.5538176796,2023-07-14,煤炭,2023,28,0.3942307692307692
2023-07-17,-1077765.4853062816,2023-07-21,煤炭,2023,29,0.3076923076923077
2023-07-24,3109729.162913176,2023-07-28,煤炭,2023,30,0.9134615384615384
2023-07-31,-1281552.199329798,2023-08-04,煤炭,2023,31,0.2692307692307692
2023-08-07,4405496.035171324,2023-08-11,煤炭,2023,32,0.9711538461538461
2023-08-14,3696823.704269494,2023-08-18,煤炭,2023,33,0.9423076923076923
2023-08-21,941596.8864737875,2023-08-25,煤炭,2023,34,0.7307692307692307
2023-08-28,1515149.7592087698,2023-09-01,煤炭,2023,35,0.7692307692307693
2023-09-04,2335600.6331615066,2023-09-08,煤炭,2023,36,0.8557692307692307
2023-09-11,-142391.42550219642,2023-09-15,煤炭,2023,37,0.49038461538461536
2023-09-18,-362640.51388927177,2023-09-22,煤炭,2023,38,0.49038461538461536
2023-09-25,-1176543.283677791,2023-09-29,煤炭,2023,39,0.28846153846153844
2023-10-02,2547971.933405484,2023-10-06,煤炭,2023,40,0.8846153846153846
2023-10-09,3149372.45038531,2023-10-13,煤炭,2023,41,0.9326923076923077
2023-10-16,-1420049.3103519094,2023-10-20,煤炭,2023,42,0.2403846153846154
2023-10-23,1422976.2481069048,2023-10-27,煤炭,2023,43,0.7788461538461539
2023-10-30,-3557030.006518335,2023-11-03,煤炭,2023,44,0.057692307692307696
2023-11-06,1318353.2426312794,2023-11-10,煤炭,2023,45,0.7788461538461539
2023-11-13,122597.37095600762,2023-11-17,煤炭,2023,46,0.5480769230769231
2023-11-20,-2178314.4870124664,2023-11-24,煤炭,2023,47,0.15384615384615385
2023-11-27,33627.96356257307,2023-12-01,煤炭,2023,48,0.5288461538461539
2023-12-04,477740.05913734017,2023-12-08,煤炭,2023,49,0.5961538461538461
2023-12-11,-101658.74247826557,2023-12-15,煤炭,2023,50,0.5
2023-12-18,912586.849818869,2023-12-22,煤炭,2023,51,0.7403846153846154
2023-12-25,-267778.13413481985,2023-12-29,煤炭,2023,52,0.4807692307692308
2024-01-01,-3986369.8108486175,2024-01-05,煤炭,2024,1,0.038461538461538464
2024-01-08,2475913.4510204154,2024-01-12,煤炭,2024,2,0.8846153846153846
2024-01-15,-4363087.772190225,2024-01-19,煤炭,2024,3,0.038461538461538464
2024-01-22,-214149.89367145894,2024-01-26,煤炭,2024,4,0.47115384615384615
2024-01-29,-132603.60165259382,2024-02-02,煤炭,2024,5,0.49038461538461536
2024-02-05,-1727171.4278251731,2024-02-09,煤炭,2024,6,0.19230769230769232
2024-02-12,307361.17758012295,2024-02-16,煤炭,2024,7,0.5769230769230769
2024-02-19,-273037.0212356694,2024-02-23,煤炭,2024,8,0.46153846153846156
2024-02-26,1046929.445234064,2024-03-01,煤炭,2024,9,0.75
2024-03-04,529661.6579538044,2024-03-08,煤炭,2024,10,0.6057692307692307
2024-03-11,-2453650.588320742,2024-03-15,煤炭,2024,11,0.1346153846153846
2024-03-18,-1260356.0532604302,2024-03-22,煤炭,2024,12,0.25961538461538464
2024-03-25,676072.0833521388,2024-03-29,煤炭,2024,13,0.6442307692307693
2024-04-01,-764730.7819461884,2024-04-05,煤炭,2024,14,0.3557692307692308
2024-04-08,-2301837.2113930117,2024-04-12,煤炭,2024,15,0.14423076923076922
2024-04-15,-2626783.652716506,2024-04-19,煤炭,2024,16,0.11538461538461539
2024-04-22,1878599.1367396484,2024-04-26,煤炭,2024,17,0.8269230769230769
2024-04-29,-3069029.2599195465,2024-05-03,煤炭,2024,18,0.09615384615384616
2024-05-06,-212171.32356160646,2024-05-10,煤炭,2024,19,0.4807692307692308
2024-05-13,2183359.5981181366,2024-05-17,煤炭,2024,20,0.8557692307692307
2024-05-20,1541944.9827230303,2024-05-24,煤炭,2024,21,0.7884615384615384
2024-05-27,-767726.3836734996,2024-05-31,煤炭,2024,22,0.34615384615384615
2024-06-03,-3368418.8021525913,2024-06-07,煤炭,2024,23,0.07692307692307693
2024-06-10,-2097630.8613134315,2024-06-14,煤炭,2024,24,0.19230769230769232
2024-06-17,-2351145.8590805493,2024-06-21,煤炭,2024,25,0.15384615384615385
2024-06-24,1517000.104148177,2024-06-28,煤炭,2024,26,0.7980769230769231
2024-07-01,-438388.6986513769,2024-07-05,煤炭,2024,27,0.4423076923076923
2024-07-08,91890.08738237119,2024-07-12,煤炭,2024,28,0.5480769230769231
2024-07-15,2240308.440818463,2024-07-19,煤炭,2024,29,0.8653846153846154
2024-07-22,477952.377924302,2024-07-26,煤炭,2024,30,0.625
2024-07-29,3247009.1503856247,2024-07-31,煤炭,2024,31,0.9519230769230769
2018-01-01,-867300.4131554272,2018-01-05,电力设备,2018,1,
2018-01-08,-4615007.2212948315,2018-01-12,电力设备,2018,2,0.0
2018-01-15,-839986.8208683984,2018-01-19,电力设备,2018,3,1.0
2018-01-22,-4724354.162826205,2018-01-26,电力设备,2018,4,0.0
2018-01-29,2622382.1326454845,2018-02-02,电力设备,2018,5,1.0
2018-02-05,-2541421.663711223,2018-02-09,电力设备,2018,6,0.4
2018-02-12,1213892.983037186,2018-02-16,电力设备,2018,7,0.8333333333333334
2018-02-19,-1686029.6000533202,2018-02-23,电力设备,2018,8,0.42857142857142855
2018-02-26,380587.22685453156,2018-03-02,电力设备,2018,9,0.75
2018-03-05,2362831.549153203,2018-03-09,电力设备,2018,10,0.8888888888888888
2018-03-12,3416123.1957982876,2018-03-16,电力设备,2018,11,1.0
2018-03-19,-252390.35993939042,2018-03-23,电力设备,2018,12,0.5454545454545454
2018-03-26,-3721.5279573871303,2018-03-30,电力设备,2018,13,0.5833333333333334
2018-04-02,-1027253.9138094974,2018-04-06,电力设备,2018,14,0.3076923076923077
2018-04-09,-1341163.126926451,2018-04-13,电力设备,2018,15,0.2857142857142857
2018-04-16,1029074.8482547789,2018-04-20,电力设备,2018,16,0.7333333333333333
2018-04-23,-4830998.941242285,2018-04-27,电力设备,2018,17,0.0
2018-04-30,-1094610.6875721784,2018-05-04,电力设备,2018,18,0.35294117647058826
2018-05-07,3730372.3788030148,2018-05-11,电力设备,2018,19,1.0
2018-05-14,3393475.3419313873,2018-05-18,电力设备,2018,20,0.8947368421052632
2018-05-21,6155255.923722884,2018-05-25,电力设备,2018,21,1.0
2018-05-28,4506835.108884413,2018-06-01,电力设备,2018,22,0.9523809523809523
2018-06-04,-1484470.730410052,2018-06-08,电力设备,2018,23,0.22727272727272727
2018-06-11,1146025.35400264,2018-06-15,电力设备,2018,24,0.6521739130434783
2018-06-18,3901668.1427377705,2018-06-22,电力设备,2018,25,0.9166666666666666
2018-06-25,-1723351.4827177227,2018-06-29,电力设备,2018,26,0.16
2018-07-02,1250624.0187467723,2018-07-06,电力设备,2018,27,0.6923076923076923
2018-07-09,936848.9674470628,2018-07-13,电力设备,2018,28,0.5555555555555556
2018-07-16,861577.0283080852,2018-07-20,电力设备,2018,29,0.5357142857142857
2018-07-23,-3824093.5136183016,2018-07-27,电力设备,2018,30,0.10344827586206896
2018-07-30,-1171823.8957866926,2018-08-03,电力设备,2018,31,0.3
2018-08-06,-2459339.4187292457,2018-08-10,电力设备,2018,32,0.16129032258064516
2018-08-13,-1256797.140724151,2018-08-17,电力设备,2018,33,0.3125
2018-08-20,-1837069.4830256905,2018-08-24,电力设备,2018,34,0.18181818181818182
2018-08-27,1869802.2166974323,2018-08-31,电力设备,2018,35,0.7647058823529411
2018-09-03,-645559.9331547782,2018-09-07,电力设备,2018,36,0.4857142857142857
2018-09-10,2987533.1513499515,2018-09-14,电力设备,2018,37,0.8333333333333334
2018-09-17,-1904842.2758568798,2018-09-21,电力设备,2018,38,0.16216216216216217
2018-09-24,-3563070.462888442,2018-09-28,电力设备,2018,39,0.10526315789473684
2018-10-01,2879525.5451940163,2018-10-05,电力设备,2018,40,0.8205128205128205
2018-10-08,987934.1345490697,2018-10-12,电力设备,2018,41,0.625
2018-10-15,-131172.77808884438,2018-10-19,电力设备,2018,42,0.5121951219512195
2018-10-22,52550.99911154134,2018-10-26,电力设备,2018,43,0.5476190476190477
2018-10-29,-557325.1409464492,2018-11-02,电力设备,2018,44,0.46511627906976744
2018-11-05,-1249038.56014716,2018-11-09,电力设备,2018,45,0.3181818181818182
2018-11-12,899749.1937095155,2018-11-16,电力设备,2018,46,0.6222222222222222
